SENTENCE,MAIN,N
냅킨은 어디 있어요?,물품위치문의,39
아메리카노 하나요,일반주문,81
주문받아 주실 수 있나요?,주문가능여부문의,90
아이스 아메리카노 얼음 빼고 가능한가요?,메뉴문의,29
얼음을 평상시보다 반만 넣어주실 수 있나요?,얼음량요구,60
얼음 반만 넣은 아메리카노 2잔 주시겠어요?,일반주문,81
캐리어에 담아서 가져갈게요,테이크아웃요구,106
아메리카노 한 잔이랑 초코 라테 한잔 주세요,일반주문,81
냅킨 조금 더 주세요,냅킵물티슈요구,16
새로 나온 메뉴가 어떤 거였죠?,신메뉴문의,58
지금 주문 가능한가요?,주문가능여부문의,90
그냥 아이스 아메리카노로 할게요,일반주문,81
포인트 적립은 번호로 입력해도 되나요?,쿠폰멤버십적립문의,101
이 기프티콘으로 다른 메뉴 변경 가능한가요?,기프티콘쿠폰멤버십메뉴변경문의,10
로즈 재스민 티 따뜻한 거 하나하고요 적립도 할게요,일반주문,81
현금영수증도 부탁드려요,현금영수증요청,122
아메리카노 한 잔 주세요,일반주문,81
혹시 아메리카노 조금만 연하게 타주실 수 있나요?,에스프레소샷개수요구,63
네 그리고 케이크 종류는 뭐가 있나요?,메뉴문의,29
치즈케이크도 하나 주세요,일반주문,81
아메리카노 하나 주세요,일반주문,81
케이크는 어떤 게 잘 나가나요,메뉴추천요구,32
치즈케이크랑 포크 2개 주실 수 있나요,일반주문,81
현금영수증 해주세요,현금영수증요청,122
혹시 테이크아웃 잔에 받을 수 있나요,테이크아웃요구,106
라테 한 잔이요,일반주문,81
적립해주세요,쿠폰멤버십적립문의,101
초코케이크도 주세요,일반주문,81
라테만 주세요,일반주문,81
카페모카 한 잔 주세요,일반주문,81
네 현금영수증 해주세요,현금영수증요청,122
주차는 가게 앞에도 해도 되나요?,주차문의,95
에스프레소는 얼마인가요?,가격문의,2
토마토주스 설탕 빼고 한 잔 주세요,일반주문,81
마감시간은 언제인가요?,영업시간문의,67
사장님은 어디 가셨나요?,기타문의,7
캐러멜 프라푸치노 겨울에도 되나요?,주문가능여부문의,90
자바칩 추가하면 얼마 더 내야 돼요?,가격문의,2
더블 샷도 추가 비용 있나요?,가격문의,2
치즈케이크는 어떤 종류가 있나요?,메뉴문의,29
그럼 캐러멜 프라푸치노 벤티 하나랑 블루베리 치즈케이크 하나 주세요,일반주문,81
에스프레소 한 잔 있어요?,일반주문,81
크기가 어떻게 있나요?,사이즈문의,47
양이 제일 많은 것으로 주세요,일반주문,81
그리고 차가운 것으로 주세요,일반주문,81
그러면 아이스 아메리카노 가장 큰 사이즈로 주세요,일반주문,81
아이스 아메리카노 샷 추가 가능한가요?,일반주문,81
샷 추가 말고 기본으로 주세요 샷 추가 안 하시겠대요,에스프레소샷개수요구,63
여기 커피 중 어떤 게 맛있나요?,메뉴추천요구,32
아이스 아메리카노 한잔 주세요 아 그리고 샷 하나 추가요,일반주문,81
치즈케이크 하나 얼마에요?,가격문의,2
그걸로 주세요,일반주문,81
캐러멜마키아토 하나 주실래요?,일반주문,81
카드 계산할게요,결제요청,4
카페에서 제일 많이 나가는 메뉴가 뭐예요?,메뉴추천요구,32
디저트 중에 제일 잘나가는 건 뭐예요?,메뉴추천요구,32
세트 메뉴 있나요?,메뉴문의,29
그럼 세트메뉴로 하나 주세요,일반주문,81
여기요 현금영수증 해주세요,현금영수증요청,122
미팅룸이 마련되어 있나요?,단체석문의,20
단체가 앉을 테이블은 있나요?,단체석문의,20
브런치류도 있나요?,메뉴문의,29
아메리카노도 여섯 잔 부탁드립니다,일반주문,81
지금 영업하시나요?,영업시간문의,67
아이스 아메리카노 하나 주세요,일반주문,81
영수증도 주세요,영수증요청,66
얼마나 걸리나요?,제조시간문의,87
커피 주세요?,일반주문,81
카드로 해 주세요,결제요청,4
라테는 어떤 종류가 있나요?,메뉴문의,29
바닐라 라테에는 뭐가 들어가나요?,메뉴문의,29
바닐라 라테는 얼마인가요?,가격문의,2
주문하면 얼마나 걸리나요?,제조시간문의,87
테이크아웃하면 할인되나요?,할인문의,116
커피 메뉴 말고는 없나요?,메뉴문의,29
제일 잘나가는 디저트는 어떤 건가요?,메뉴추천요구,32
그럼 초코 케이크랑 가장 잘 어울리는 음료는 어떤 건가요?,메뉴추천요구,32
그러면 얼 그레이 티 한 잔과 초코케이크 한 조각 주세요,일반주문,81
지금 초콜릿 프라푸치노 되나요?,주문가능여부문의,90
카페라테 한 잔이요,일반주문,81
핸드폰 번호로 부르겠습니다,핸드폰번호이용적립,118
메뉴판 보여주실 수 있나요?,메뉴판요구,34
아이스 라테 우유 말고 두유로 변경 가능한가요?,우유변경,71
변경하면 얼마죠?,가격문의,2
텀블러에 담아주세요,텀블러사용,103
쿠폰 찍어주세요,쿠폰멤버십적립문의,101
아메리카노 한 잔 주세요,일반주문,81
포인트 사용할 수 있나요?,기프티콘쿠폰멤버십사용문의,11
카드 포인트로 사용해주세요,기프티콘쿠폰멤버십결제요구,9
라테는 얼마에요?,가격문의,2
라테 두 잔 주세요,일반주문,81
현금 영수증 가능하죠?,현금영수증요청,122
매장에 사 마시고 가도 되죠?,매장이용문의,26
아이스 아메리카노 샷 몇 개 들어가나요?,메뉴문의,29
샷 추가 시 얼마인가요?,가격문의,2
아이스 아메리카노 샷 추가 하나랑 아이스 초코 라테 한 잔 주세요,일반주문,81
먹고 갈게요,매장이용문의,26
아이스 아메리카도 디카페인 가능한가요?,메뉴문의,29
잠시 앉아있다 바로 나갈 건데 테이크아웃으로 해주실 수 있나요?,테이크아웃문의,105
할인되는 카드도 있나요?,할인문의,116
충천을 하고 싶은데 가능한가요?,핸드폰충전요청,119
산미가 많이 들어간 커피는 뭐가 있을까요?,메뉴추천요구,32
혹시 배달되나요?,배달문의,40
많이 주문할 건데 괜찮을까요?,배달문의,40
그러면 5시에 가져갈 수 있도록 준비해주실 수는 있나요?,주문가능여부문의,90
그럼 이따 5시에 다시 오면 될까요?,테이크아웃문의,105
아이스 카페라테 한 잔이요,일반주문,81
텀블러에 담아 갈게요,텀블러사용,103
텀블러 이용 시 할인 얼마나 되죠,텀블러할인문의,104
카드로 계산할게요,결제요청,4
지금까지 적립금 알 수 있을까요,쿠폰멤버십적립문의,101
카푸치노 아이스로 되나요?,주문가능여부문의,90
어린이가 먹을 수 있는 음료 있나요?,메뉴추천요구,32
빵이나 샌드위치 메뉴가 있나요?,메뉴문의,29
흡연할 수 있는 공간이 있나요?,시설문의,54
카푸치노는 이 쿠폰으로 계산해도 되나요?,기프티콘쿠폰멤버십사용문의,11
아이스 아메리카노 레귤러 사이즈 얼마인가요?,가격문의,2
얼음은 갈아서 넣어주실 수 있나요?,제조방법,86
포인트카드 적립되나요?,쿠폰멤버십적립문의,101
카드로 계산할게요,결제요청,4
시럽은 어디에 있나요?,시럽설탕요구,52
아메리카노 한잔 주세요,일반주문,81
여기 이 쿠키는 단맛이 강한가요?,메뉴문의,29
그럼 초코 쿠키도 1봉지 부탁드려요,일반주문,81
여기 기프트 카드로 결제 부탁해요,기프티콘쿠폰멤버십결제요구,9
아메리카노 4000원 하나 주문하겠습니다,일반주문,81
사이즈는 라지로 부탁드리겠습니다,사이즈요구,48
그럼 계산 부탁드리겠습니다,결제요청,4
혹시 쿠폰 할인도 가능한가요?,기프티콘쿠폰멤버십사용문의,11
아이스 아메리카노 하나 주세요,일반주문,81
사이즈 종류 좀 말해주세요,사이즈문의,47
그란데로 부탁드려요,사이즈요구,48
얼마나 걸릴까요?,제조시간문의,87
주차 증도 주세요,주차권주차도장요구,94
스무디 종류 있나요?,메뉴문의,29
딸기맛은 얼마죠?,가격문의,2
그리고 휘핑해주세요,옵션추가요구,69
아 그리고 오늘 영업은 몇 시까지 하나요?,영업시간문의,67
지금 플랫 화이트 되나요?,주문가능여부문의,90
그러면 아메리카노는 되나요?,주문가능여부문의,90
원두는 브라질산인가요?,메뉴문의,29
조금 더 쓴맛이 나는 것은 없나요?,메뉴문의,29
그러면 아메리카노 라지 사이즈 하나 주세요,일반주문,81
아메리카노 하나 주세요,일반주문,81
생크림 케이크는 얼마인가요?,가격문의,2
음료가 언제 나오나요?,제조시간문의,87
쿠폰 몇 장 모아야 한잔 무료인가요?,쿠폰멤버십적립문의,101
몇 시부터 마감하시죠?,영업시간문의,67
콘센트가 있는 자리는 어디입니까?,콘센트자리문의,100
아이스 아메리카노 3잔에 얼마에요?,가격문의,2
주문 가능한가요?,주문가능여부문의,90
아메리카노 한 잔에 얼마죠?,가격문의,2
아이스도 똑같은가요?,가격문의,2
샷 추가 가능한가요?,에스프레소샷개수요구,63
아이스 아메리카노 한 잔에 샷 추가해주시고 현금영수증도 부탁드립니다,현금영수증요청,122
미숫가루 되나요?,주문가능여부문의,90
사이즈업하면 얼마죠?,가격문의,2
그럼 미숫가루 사이즈업 2잔 주문할게요,일반주문,81
치즈케이크 한 조각도 추가할게요,일반주문,81
자바칩 프라푸치노 주세요,일반주문,81
어떤 사이즈가 있나요?,사이즈문의,47
그란데 사이즈로 부탁드립니다,사이즈요구,48
음료는 언제 나오나요?,제조시간문의,87
기프티콘 사용은 어떻게 하면 되나요?,기프티콘쿠폰멤버십사용문의,11
그럼 아이스 아메리카노랑 치즈케이크 주세요,일반주문,81
추가요금 얼마나 내면 되나요?,가격문의,2
카드로 결제할게요,결제요청,4
쿠폰 적립되나요?,쿠폰멤버십적립문의,101
행사 중인 메뉴 있나요?,메뉴문의,29
아메리카노 아이스로 가능한가요?,주문내용변경,91
커피 대신 추가 금액 내면 다른 음료도 가능한가요?,주문내용변경,91
샌드위치 따뜻하게 가능한가요?,조리요구,88
카카오 파이로 결제 가능한가요?,모바일페이결제,35
여기 대표 메뉴가 무엇인가요?,메뉴추천요구,32
토피넛라떼에도 커피가 들어가나요?,메뉴문의,29
커피는 몇 샷 들어가나요?,메뉴문의,29
혹시 커피를 좀 연하게 타주실 수 있나요?,에스프레소샷개수요구,63
가격은 얼마인가요?,가격문의,2
아메리카노 한 잔 주세요,일반주문,81
네 대신 얼음 두 조각만 넣어주세요,얼음량요구,60
케이크는 뭐가 맛있나요?,메뉴추천요구,32
많이 달지 않나요?,메뉴문의,29
초코케이크도 같이 주세요,일반주문,81
아이스 아메리카노 한 잔 샷 추가해서 주세요,일반주문,81
카카오 파이로 결제할게요,모바일페이결제,35
혹시 찬물이 따로 있나요?,뜨거운차가운물요구,23
물이 다 떨어졌는데요?,뜨거운차가운물요구,23
얼음도 넣어주세요,얼음요구,61
주문해도 될까요?,주문가능여부문의,90
토피넛 라테 따뜻하게 하나요,일반주문,81
아메리카노 하나 주세요,일반주문,81
라지로 주세요,사이즈요구,48
4100원이면 맥스 사이즈로 주세요,사이즈요구,48
5000원 드릴게요 거슬러 주세요,결제요청,4
블랙 티 되나요?,주문가능여부문의,90
베이글도 하나 데워주세요,일반주문,81
바닐라 라테 주세요,일반주문,81
혹시 음료는 몇 분 뒤에 나오나요?,제조시간문의,87
아메리카노 한 잔 주시겠어요?,일반주문,81
톨 제일 작은 사이즈인가요?,사이즈문의,47
그란데 사이즈로 주세요,사이즈요구,48
네 개인 텀블러에 부탁드립니다,텀블러사용,103
주문 가능한가요?,주문가능여부문의,90
아인슈페너는 무엇인가요?,메뉴문의,29
아이스도 될까요?,주문가능여부문의,90
케이크도 함께 주문 가능한가요?,주문가능여부문의,90
초코 쇼콜라티에 블랙베리 무스 케이크는 뭔가요?,메뉴문의,29
자바칩 프라푸치노 한 잔 주시겠어요?,일반주문,81
kt 멤버십 있으면 사이즈업 가능한가요?,사이즈요구,48
휘핑 추가도 할게요,옵션추가요구,69
멤버십 적립도 같이 할게요,쿠폰멤버십적립문의,101
에스프레소 가능한가요?,주문가능여부문의,90
여기 원두는 어떤 걸 쓰나요?,메뉴문의,29
와이파이 사용 가능한가요?,와이파이문의,70
화장실이 어디죠?,화장실위치문의,124
그럼 에스프레소 한 잔 부탁드립니다,일반주문,81
원두 선택할 수 있나요?,메뉴문의,29
아이스 아메리카노 기본 몇 샷 들어가나요?,메뉴문의,29
아이스 아메리카노와 따뜻한 아메리카노 가격 차이 있나요?,가격문의,2
한 잔에 얼마인가요?,가격문의,2
8잔 지금 가능한가요?,주문가능여부문의,90
아이스 아메리카노 작은 걸로 하나 주세요,일반주문,81
아 쿠키도 하나 같이 계산해주세요,일반주문,81
네 얼마인가요?,가격문의,2
카드로 계산할게요,결제요청,4
카페라테 샷 추가되나요?,에스프레소샷개수요구,63
기본 투 샷인가요?,메뉴문의,29
카페라테 샷 추가해서 주세요,일반주문,81
그냥 결제해주세요,결제요청,4
